,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,0.6378421010904665,6.267520977379899,-1.5429435097655455,15.189323616712317
validation,0.6380540503264481,7.388266600757006,-1.653830662295664,17.854280849954318
test,-0.3328709002294415,7.377920230837287,-1.6133522727549068,17.64572891651777
