,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,1.6937381102312836,6.16634725123241,-0.281961059732339,14.939365164649015
validation,1.6901213960220443,6.98479345845919,-0.3649906012186586,16.88472977711359
test,0.6626139784484457,6.975054332734178,-0.3382562312305219,16.645272071130996
