,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,1.4243400506591355,15.586938663140593,-9.485786730133112,37.43121155505849
validation,1.3845023329183719,16.710888378445084,-9.670139101185987,40.09937981867126
test,0.46690111423652375,16.69610446381377,-9.611281682124485,39.99140391045832
