,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,1.2216036266136936,16.41597775282747,-8.667279182157522,39.40818715498844
validation,1.2090711445012816,17.838749915684296,-8.865957041599346,42.853618290084285
test,0.11886435234402326,17.88515080327641,-8.971298590072388,42.87750583119029
