,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,-0.9297275612908129,0.4435318235760832,0.494665986308613,3.7657725730227005
validation,-0.9305886082340722,0.46621586200482207,0.4908004287729798,3.815849764339368
test,-0.23173153450356107,0.46627284303656724,0.49010718502232553,1.908519909238545
