,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,-0.9830765051417266,3.425170404322168,-1.043650899367361,13.437132929084678
validation,-1.0226010093211582,3.7175940542125008,-1.0476764459717312,14.577613227610806
test,-0.28507185943927216,3.713811192233189,-1.075739277847435,14.146768333160361
