,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,1.5655578337970928,6.209833913860749,-1.444676768567199,15.031524887802188
validation,1.5595062053206403,7.40028464902513,-1.5513599640847697,17.863053600796455
test,0.6067511529564299,7.39083279095496,-1.5083796194947658,17.656123152303337
