,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,0.9745848714634755,11.930940089220114,-7.929185293825318,44.96228480398857
validation,1.0470292439024003,12.10108936191062,-8.003532247411387,45.547445933293474
test,1.4043259006572484,12.113169352305055,-8.09851147751623,45.560766607109684
