,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,0.7200376740840114,11.225665074313271,-3.3149275621755536,27.478265314020376
validation,0.6819115317610236,11.748049495062961,-3.4080079936991874,28.727337901246337
test,-0.3111709544119958,11.755361909987053,-3.5380741071828945,28.585048458786584
