,Global Mean Error,Root mean sq. error of local heat flux,Global fluctuations error,Root mean sq. error of local fluctuations
train,0.7373525968534764,6.238537496101265,-0.4010195398334174,15.15606718399247
validation,0.7354954213137394,6.9051545589671015,-0.46575291723226525,16.73793445700051
test,-0.3276416087615794,6.890014706713579,-0.4499098412416916,16.47724336989791
